ma_vt,ten_vt,sl_ban_ra,tien_ban_ra,last_date,extra
1203386,"""LCD laptop 15.4"""" WX""",2.0,2060000.0,2018-10-05T00:00:00,631.0
1203388,"""LCD laptop 15.6"""" WX""",0.0,0.0,2018-10-08T00:00:00,0.0
1203392,"""LCD laptop 16.4"""" WX""",1.0,2060909.0,2018-09-12T00:00:00,531.0
1203408,Thiết bị mạng Linksys E1200 Wireless,27.0,17127279.0,2018-10-08T00:00:00,513.0
1203411,Thiết bị mạng Linksys E2500 Wireless,11.0,14635861.0,2018-10-03T00:00:00,316.0
1203460,Loa Bose Companion 20,3.0,16633635.0,2018-10-07T00:00:00,270.0
1203525,Loa Logitech Z120,13.0,2661819.0,2018-10-04T00:00:00,77.0
1203527,Loa Logitech Z313 (2.1),4.0,2603636.0,2018-10-03T00:00:00,416.0
1203530,Loa Logitech Z506 (5.1),1.0,1963636.0,2018-09-21T00:00:00,122.0
1203533,Loa Logitech Z906 (5.1),4.0,25454544.0,2018-10-04T00:00:00,501.0
1203534,Loa Microlab FC330 (2.1),7.0,8164548.0,2018-10-07T00:00:00,729.0
1203535,Loa Microlab FC361 (2.1),8.0,11456645.0,2018-10-05T00:00:00,459.0
1203537,Loa Microlab FC530U (2.1),3.0,4969092.0,2018-10-08T00:00:00,776.0
1203540,Loa Microlab FC362 (2.1),6.0,9938184.0,2018-10-04T00:00:00,543.0
1203542,Loa Microlab FC730 (5.1),2.0,4647272.0,2018-09-29T00:00:00,827.0
1203545,Loa Microlab M109 (2.1),74.0,30850920.0,2018-10-09T00:00:00,745.0
1203548,Loa Microlab M200 (2.1),17.0,13532432.0,2018-10-09T00:00:00,733.0
1203591,Loa Soundmax A150 (2.0),98.0,24165001.0,2018-10-09T00:00:00,460.0
1203592,Loa Soundmax A2100 (2.1),24.0,22589991.0,2018-10-09T00:00:00,499.0
1203596,Loa Soundmax A2700 (2.1),10.0,10163637.0,2018-10-09T00:00:00,989.0
1203601,Loa Soundmax A820 (2.1),46.0,24434712.0,2018-10-09T00:00:00,768.0
1203783,Thiết bị trình chiếu Logitech R400,241.0,151163205.0,2018-10-09T00:00:00,879.0
1203784,Thiết bị trình chiếu Logitech R800,26.0,34680447.0,2018-10-09T00:00:00,108.0
1204070,Miếng dán màn hình Plastic tự dính (Trên 10 inches),250.0,33590986.0,2018-10-09T00:00:00,367.0
1204072,Miếng dán màn hình Plastic tự dính (7.1-10 ''),2.0,218182.0,2018-10-09T00:00:00,238.0
1204075,Miếng dán Điện thoại (Blank Flim trong),1.0,36364.0,2018-10-09T00:00:00,40.0
1204077,Miếng dán Điện thoại Smartphone (Plastic tự dính),2.0,145454.0,2018-09-23T00:00:00,158.0
1204098,Chuột máy tính A4-N70FX.1,98.0,13303474.0,2018-10-09T00:00:00,818.0
1204102,Chuột máy tính A4-N320.1,1.0,110455.0,2018-09-25T00:00:00,474.0
1204103,Chuột máy tính A4-N320.2,1.0,122727.0,2018-09-21T00:00:00,638.0
1204106,Chuột máy tính A4-N360.2 (Đỏ đen),68.0,7627256.0,2018-10-04T00:00:00,225.0
1204233,Chuột máy tính Dell,574.0,53347879.0,2018-10-09T00:00:00,31.0
1204431,Chuột máy tính Logitech B100,1493.0,99545877.0,2018-10-09T00:00:00,964.0
1204439,Chuột máy tính Logitech B175 (Đen),1392.0,190532602.0,2018-10-09T00:00:00,105.0
1204447,Chuột máy tính Logitech M185 (Xanh),117.0,29790829.0,2018-10-09T00:00:00,104.0
1204448,Chuột máy tính Logitech M185 (Xám),21.0,4538904.0,2018-10-02T00:00:00,422.0
1204449,Chuột máy tính Logitech M185 (Đỏ),102.0,22838111.0,2018-10-09T00:00:00,405.0
1204451,Chuột máy tính Logitech M187 (Trắng),15.0,3823859.0,2018-10-08T00:00:00,758.0
1204452,Chuột máy tính Logitech M187 (Đen),39.0,10216985.0,2018-10-09T00:00:00,860.0
1204453,Chuột máy tính Logitech M187 (Đỏ),14.0,3462723.0,2018-10-08T00:00:00,844.0
1204495,Chuột máy tính Mitsumi 6603,392.0,48470501.0,2018-10-09T00:00:00,159.0
1204496,Chuột máy tính Mitsumi 6703,365.0,38938903.0,2018-10-09T00:00:00,584.0
1204497,Miếng lót chuột,742.0,4394588.0,2018-10-09T00:00:00,393.0
1204589,"""Màn chiếu chân Apollo 70""""x70""""""",16.0,11531821.0,2018-10-09T00:00:00,969.0
1204590,"""Màn chiếu chân Apollo 84""""x84""""""",1.0,1227273.0,2018-09-25T00:00:00,329.0
1204591,"""Màn chiếu chân Apollo 96""""x96""""""",1.0,1503000.0,2018-10-04T00:00:00,599.0
1204596,"""Màn chiếu treo Apollo 70""""x70""""""",18.0,12267090.0,2018-10-09T00:00:00,677.0
1204598,"""Màn chiếu treo Apollo 84""""x84""""""",5.0,5443636.0,2018-10-09T00:00:00,81.0
1204599,"""Màn chiếu treo Apollo 96""""x96""""""",2.0,2689545.0,2018-10-03T00:00:00,560.0
1204605,"""Màn chiếu điện tử Apollo 70""""x70""""""",5.0,7929092.0,2018-10-05T00:00:00,370.0
1204607,"""Màn chiếu điện tử Apollo 84""""x 84""""""",4.0,7527272.0,2018-09-12T00:00:00,132.0
1204608,"""Màn chiếu điện tử Apollo 96""""x 96""""""",4.0,8363636.0,2018-10-01T00:00:00,35.0
1204617,Máy Panasonic KX-T7730,11.0,10446365.0,2018-10-08T00:00:00,188.0
1204696,Máy fax Panasonic KX-FL422,2.0,8114545.0,2018-10-02T00:00:00,167.0
1204699,Máy fax Panasonic KX-FP701,10.0,23373636.0,2018-10-08T00:00:00,151.0
1204701,Máy fax Panasonic KX-FT983,9.0,19072616.0,2018-10-08T00:00:00,498.0
1204718,Máy hủy giấy Bingo C30,4.0,13576362.0,2018-10-07T00:00:00,267.0
1204720,Máy hủy giấy Bingo C35,3.0,13051817.0,2018-09-27T00:00:00,402.0
1204723,Máy hủy giấy Bosser 180X Gold,2.0,5041364.0,2018-09-27T00:00:00,400.0
1204725,Máy hủy giấy Bosser 220X,6.0,22366106.0,2018-10-08T00:00:00,612.0
1204745,Máy hủy giấy Silicon PS-508M,8.0,14147636.0,2018-10-09T00:00:00,447.0
1204746,Máy hủy giấy Silicon PS-620C,3.0,9589091.0,2018-10-09T00:00:00,564.0
1204747,Máy hủy giấy Silicon PS-800C,14.0,26501032.0,2018-10-09T00:00:00,656.0
1204784,Máy in Canon AIO MF3010 AE,20.0,60666362.0,2018-10-09T00:00:00,237.0
1204794,Máy in Canon LBP 2900,262.0,695031800.0,2018-10-09T00:00:00,312.0
1204923,Máy in nhiệt Topcash AL-580,5.0,6000000.0,2018-10-07T00:00:00,486.0
1204936,Máy quét mã vạch LV908P,5.0,7597272.0,2018-10-02T00:00:00,511.0
1205155,Máy quét mã vạch Honeywell (Metrologic) 1250G USB,8.0,15960226.0,2018-10-08T00:00:00,873.0
1205286,Mực fax Panasonic KX-FA57,17.0,927272.0,2018-10-09T00:00:00,1.0
1205287,Mực fax Panasonic KX-FA83,1.0,136364.0,2018-09-16T00:00:00,149.0
1205289,Drum fax Panasonic KX-FAD412,1.0,1277273.0,2018-10-03T00:00:00,888.0
1205297,Mực nạp Tirex 88E,1.0,90909.0,2018-10-05T00:00:00,99.0
1206495,Tản nhiệt/ Fan laptop CM C3,10.0,1878181.0,2018-10-07T00:00:00,432.0
1206505,Tản nhiệt/ Fan laptop CM I100  (Đen),32.0,9966308.0,2018-10-09T00:00:00,415.0
1206509,Tản nhiệt/ Fan laptop CM L1,76.0,18750504.0,2018-10-07T00:00:00,257.0
1206519,Tản nhiệt/ Fan laptop CM X Slim,29.0,9339955.0,2018-10-09T00:00:00,651.0
1206836,Phí dịch vụ giao hàng bảo hành tận nơi,52.0,5109091.0,2018-10-09T00:00:00,524.0
1206838,Phí dịch vụ giao hàng tận nơi,7505.0,24194561.0,2018-10-09T00:00:00,759.0
1206839,"Phí dịch vụ kỹ thuật (tổng đài ,mạng , máy chiếu , màn chiếu",82.0,21491806.0,2018-10-09T00:00:00,106.0
1206840,Dịch vụ giao hàng tại phòng Kỹ thuật,-1.0,-636364.0,2018-09-19T00:00:00,-694.0
1206842,Pin Cmos,764.0,3329962.0,2018-10-09T00:00:00,262.0
1206856,Pin dùng cho laptop Acer 4710 (6cell),1.0,460909.0,2018-09-16T00:00:00,805.0
1206857,Pin dùng cho laptop Acer 4741 (6cell),30.0,13827270.0,2018-10-09T00:00:00,943.0
1206858,Pin dùng cho laptop Acer 4745 (6cell),1.0,484545.0,2018-09-22T00:00:00,225.0
1206863,Pin dùng cho laptop Acer 5570 (6cell),1.0,460909.0,2018-09-28T00:00:00,805.0
1206868,Pin dùng cho laptop Acer D255 (6 cell),1.0,497273.0,2018-09-16T00:00:00,845.0
1206881,Pin dùng cho laptop Asus A32-K52 (6cell),5.0,2422725.0,2018-10-09T00:00:00,116.0
1206882,Pin dùng cho laptop Asus A32-K53/K43 (6cell),19.0,9672729.0,2018-10-07T00:00:00,455.0
1206883,Pin dùng cho laptop Asus A32-M50 (6cell),1.0,520909.0,2018-09-27T00:00:00,265.0
1206889,Pin dùng cho laptop Asus A32-F82 (6cell),3.0,1453635.0,2018-09-26T00:00:00,675.0
1206906,Pin dùng cho laptop Dell 1310 (6cell),2.0,969090.0,2018-09-29T00:00:00,450.0
1206918,Pin dùng cho laptop Dell 1464 (6cell),2.0,1067272.0,2018-09-21T00:00:00,759.0
1206919,Pin dùng cho laptop Dell 14R (6cell),106.0,46232764.0,2018-10-09T00:00:00,384.0
1206922,Pin dùng cho laptop Dell Insprison 1520 (6 cell),1.0,509091.0,2018-09-12T00:00:00,555.0
1206924,Pin dùng cho laptop Dell 1525 (6cell),3.0,1382727.0,2018-10-09T00:00:00,397.0
1206939,Pin dùng cho laptop Dell A840 (6cell),1.0,533636.0,2018-09-26T00:00:00,884.0
1206953,Pin dùng cho laptop Dell E6400 (6cell),2.0,945454.0,2018-09-29T00:00:00,21.0
1206954,Pin dùng cho laptop Dell E6420 (6cell),20.0,12600000.0,2018-10-08T00:00:00,617.0
1206959,Pin dùng cho laptop Dell N4030 (6cell),6.0,2907270.0,2018-10-01T00:00:00,341.0
1206960,Pin dùng cho laptop Dell 3400 (6cell),2.0,969090.0,2018-10-08T00:00:00,450.0
1206971,Pin dùng cho laptop HP 4330s/4430s (6cell),11.0,5773634.0,2018-10-09T00:00:00,136.0
1206972,Pin dùng cho laptop HP 4410s (6cell),1.0,484545.0,2018-10-02T00:00:00,225.0
1206979,Pin dùng cho laptop HP 6520 (6cell),1.0,484545.0,2018-10-03T00:00:00,225.0
1206989,Pin dùng cho laptop HP CQ42 (6cell),42.0,19351814.0,2018-10-09T00:00:00,203.0
1206991,Pin dùng cho laptop HP DM3 (6cell),0.0,0.0,2018-09-12T00:00:00,0.0
1206996,Pin dùng cho laptop HP DV2000 (6cell),1.0,460909.0,2018-10-09T00:00:00,805.0
1207001,Pin dùng cho laptop HP DV4 (6cell),10.0,4609090.0,2018-10-09T00:00:00,987.0
1207020,Pin dùng cho laptop Lenovo X200 (6cell),1.0,509091.0,2018-09-24T00:00:00,555.0
1207029,Pin dùng cho laptop Lenovo G460 (6cell),1.0,484545.0,2018-09-30T00:00:00,225.0
1207032,Pin dùng cho laptop Lenovo SL410 (6cell),1.0,533636.0,2018-09-23T00:00:00,884.0
1207044,Pin dùng cho laptop Samsung R428 (6cell),1.0,509091.0,2018-10-05T00:00:00,555.0
1207049,Pin dùng cho laptop Sony Bps13A Đen (6cell),4.0,2810908.0,2018-10-07T00:00:00,843.0
1207052,Pin dùng cho laptop Sony Bps22 (6cell),2.0,1405454.0,2018-09-13T00:00:00,926.0
1207053,Pin dùng cho laptop Sony Bps26 (6cell),18.0,12578814.0,2018-10-08T00:00:00,620.0
1207057,Pin dùng cho laptop Sony Bps9 (6cell) (Bạc),1.0,702727.0,2018-09-19T00:00:00,463.0
1207066,Pin dùng cho laptop Toshiba 3534U (6cell),1.0,460909.0,2018-09-11T00:00:00,805.0
1207071,Pin dùng cho laptop Toshiba 3634U (6cell),2.0,921818.0,2018-10-04T00:00:00,601.0
1207075,Pin dùng cho laptop Toshiba PA3399U-2BRS (6cell),1.0,460909.0,2018-09-11T00:00:00,805.0
1207091,Nguồn/ Power Arrow 500W 24P (12cm),154.0,43814534.0,2018-10-09T00:00:00,727.0
1207092,Nguồn/ Power Arrow 500W 24P (8 cm),46.0,10942717.0,2018-10-09T00:00:00,112.0
1207093,Nguồn/ Power Arrow 550W 24P (12cm),23.0,7207272.0,2018-10-07T00:00:00,994.0
1207095,Nguồn/ Power Arrow 650W 24P (12cm),43.0,17467275.0,2018-10-09T00:00:00,476.0
1207103,Nguồn/ Power Acbel 400W CE2,2.0,1090000.0,2018-10-02T00:00:00,280.0
1207104,Nguồn/ Power Acbel 450W I G450,77.0,53942463.0,2018-10-09T00:00:00,314.0
1207107,Nguồn/ Power Acbel 500W I G500,103.0,83342018.0,2018-10-08T00:00:00,636.0
1207109,Nguồn/ Power Acbel 470W E2 Plus,73.0,47745687.0,2018-10-09T00:00:00,816.0
1207111,Nguồn/ Power Acbel 550W I G550,63.0,62316949.0,2018-10-09T00:00:00,100.0
1207113,Nguồn/ Power Acbel 510W E2 Plus,41.0,32477390.0,2018-10-09T00:00:00,707.0
1207117,Nguồn/ Power Acbel 600W I G600,31.0,33663642.0,2018-10-07T00:00:00,375.0
1207128,Nguồn/ Power CM 350W Elite,76.0,34360440.0,2018-10-09T00:00:00,963.0
1207131,Nguồn/ Power CM 400W Elite,157.0,96829467.0,2018-10-09T00:00:00,782.0
1207133,Nguồn/ Power CM 460W Elite,76.0,50435452.0,2018-10-09T00:00:00,587.0
1207214,Card đọc thẻ nhớ Apacer 45.1 AM404,37.0,7361818.0,2018-10-09T00:00:00,154.0
1207235,Card đọc thẻ nhớ SSK 0712-M025,78.0,9838684.0,2018-10-09T00:00:00,934.0
1207236,Card đọc thẻ nhớ Transcend 2.0 (RDP8),27.0,6700914.0,2018-10-09T00:00:00,145.0
1207237,Card đọc thẻ nhớ Transcend 3.0 (RDF8),24.0,7383634.0,2018-10-09T00:00:00,781.0
1207241,Ruy băng Epson ERC 38(B/R),3.0,218181.0,2018-10-05T00:00:00,237.0
1207242,Ruy băng Epson ERC 38B,25.0,1590910.0,2018-10-09T00:00:00,726.0
1207245,Ruy băng Epson S015506 ,134.0,13066361.0,2018-10-09T00:00:00,820.0
1207248,Ruy băng Epson S015531 ,13.0,4609090.0,2018-10-05T00:00:00,987.0
1207297,Thiết bị mạng/ Switch D-Link 16P DES 1016D,15.0,10376364.0,2018-10-09T00:00:00,817.0
1207310,Thiết bị mạng/ Switch D-Link 24P DES 1024D,18.0,15046364.0,2018-10-09T00:00:00,156.0
1207323,Thiết bị mạng/ Switch Cisco 24P SRW224G4-K9 ,2.0,7307272.0,2018-10-01T00:00:00,94.0
1207341,Thiết bị mạng/ Switch D-Link 8P DGS 1008A,19.0,10453176.0,2018-10-08T00:00:00,945.0
1207394,Sạc Soundmax Adaptor,1.0,65455.0,2018-09-27T00:00:00,879.0
1207407,Sửa Bios,2.0,818181.0,2018-10-07T00:00:00,891.0
1207408,Sửa 1 Bản Lề,96.0,21818208.0,2018-10-09T00:00:00,601.0
1207410,Sửa Cáp LCD,9.0,3272724.0,2018-09-30T00:00:00,537.0
1207414,Sửa Mouse,8.0,2818179.0,2018-10-08T00:00:00,42.0
1207418,Thiết bị mạng/ Router TPLink WN781ND,79.0,11592838.0,2018-10-09T00:00:00,437.0
1207434,Thiết bị kiểm tra cable,28.0,3268172.0,2018-10-09T00:00:00,21.0
1207436,Thay CPU,2.0,2181818.0,2018-10-09T00:00:00,360.0
1207438,Thay Cáp LCD,21.0,13590915.0,2018-10-09T00:00:00,694.0
1207446,Thay Chíp Sound,10.0,4681815.0,2018-10-07T00:00:00,55.0
1207452,Thay Fan,44.0,22681822.0,2018-10-09T00:00:00,511.0
1207455,Thay Jack nguồn,23.0,9999991.0,2018-10-09T00:00:00,801.0
1207461,Thay Mainboard,54.0,151909090.0,2018-10-08T00:00:00,104.0
1207469,Thay nguồn,39.0,36272732.0,2018-10-09T00:00:00,191.0
1207479,Thay nguồn Macbook,6.0,7636362.0,2018-09-30T00:00:00,250.0
1207488,Thay VGA,8.0,10181818.0,2018-10-04T00:00:00,1008.0
1207501,Thay Vỏ Laptop,5.0,8363635.0,2018-10-07T00:00:00,34.0
1207502,Thay Wifi Laptop,8.0,3318182.0,2018-10-03T00:00:00,590.0
1207641,Thẻ chấm công (100 cái),4.0,254545.0,2018-10-03T00:00:00,277.0
1207651,Thẻ cào Mobi 100.000,1213.0,96565355.0,2018-10-09T00:00:00,19.0
1207652,Thẻ cào Mobi 20.000,150.0,2726387.0,2018-10-09T00:00:00,69.0
1207653,Thẻ cào Mobi 200.000,522.0,43455225.0,2018-10-09T00:00:00,622.0
1207654,Thẻ cào Mobi 300.000,110.0,29206062.0,2018-10-09T00:00:00,557.0
1207655,Thẻ cào Mobi 50.000,1119.0,15568198.0,2018-10-09T00:00:00,337.0
1207656,Thẻ cào Mobi 500.000,77.0,34064633.0,2018-10-09T00:00:00,793.0
1207657,Thẻ cảm ứng 125Khz 1.88mm,350.0,5545381.0,2018-10-08T00:00:00,926.0
1207679,Tổng đài Panasonic KX-TES 824,4.0,15840000.0,2018-09-27T00:00:00,718.0
1207881,Túi đệm 10'',8.0,363640.0,2018-10-07T00:00:00,400.0
1207882,Túi đệm 12'',51.0,2769978.0,2018-10-09T00:00:00,273.0
1207883,"""Túi đệm 13"""" (I)""",50.0,5890009.0,2018-10-09T00:00:00,476.0
1207884,Túi đệm 13'',214.0,11417190.0,2018-10-09T00:00:00,355.0
1207885,"Túi đệm 14""""",455.0,24273583.0,2018-10-09T00:00:00,70.0
1207886,"""Túi đệm 14"""" (I)""",48.0,6379105.0,2018-10-09T00:00:00,207.0
1207888,Túi đệm 15'',722.0,38910546.0,2018-10-09T00:00:00,479.0
1207889,Túi đệm 15'' (I),60.0,9182701.0,2018-10-09T00:00:00,801.0
1207890,"Túi đệm 17""""",39.0,2826354.0,2018-10-08T00:00:00,145.0
1207993,Túi đựng laptop 14'',97.0,54545.0,2018-10-09T00:00:00,59.0
1207994,Túi đựng laptop 15'',1523.0,0.0,2018-10-09T00:00:00,0.0
1208030,Bộ lưu điện/ UPS Santak 1000TG,79.0,179936819.0,2018-10-09T00:00:00,840.0
1208031,Bộ lưu điện/ UPS Santak 500TG,203.0,189400574.0,2018-10-09T00:00:00,175.0
1208039,Bộ lưu điện/ UPS Santak C1K Online,3.0,22650000.0,2018-10-02T00:00:00,977.0
1208055,ổ cứng di động/ USB Apacer 16GB AH223,55.0,6481825.0,2018-10-08T00:00:00,9.0
1208059,ổ cứng di động/ USB Apacer 16GB AH350,50.0,6795466.0,2018-10-09T00:00:00,860.0
1208065,ổ cứng di động/ USB HP 16GB V210W,2.0,376364.0,2018-09-15T00:00:00,7.0
1208068,ổ cứng di động/ USB HP 16GB V245O,1.0,196364.0,2018-10-04T00:00:00,618.0
1208095,ổ cứng di động/ USB PNY 16GB Hook (2.0) (Bạc),2.0,541818.0,2018-10-08T00:00:00,994.0
1208122,ổ cứng di động/ USB Apacer 32GB AH223,18.0,3259998.0,2018-10-08T00:00:00,928.0
1208124,ổ cứng di động/ USB Apacer 32GB AH350,13.0,2836366.0,2018-10-09T00:00:00,67.0
1208148,ổ cứng di động/ USB Transcend 32GB JF700 ,48.0,11655472.0,2018-10-08T00:00:00,513.0
1208388,Thiết Bị kết nối 3G D-link DWM 156,125.0,51694359.0,2018-10-09T00:00:00,262.0
1208553,Vệ sinh máy,149.0,20272780.0,2018-10-09T00:00:00,961.0
1208603,Thiết bị ghi hình/ Webcam Colovis ND80,26.0,4609097.0,2018-10-07T00:00:00,994.0
1208607,Thiết bị ghi hình/ Webcam Logitech C170,26.0,10734635.0,2018-10-05T00:00:00,893.0
1208649,Điện thoại bàn AS 7101 (Trắng),8.0,1165455.0,2018-10-03T00:00:00,60.0
1208651,Điện thoại bàn AS 7101 (Đen),5.0,732728.0,2018-10-03T00:00:00,194.0
1208742,Điện thoại bàn NP 1404  (Trắng),6.0,1505454.0,2018-10-03T00:00:00,26.0
1208743,Điện thoại bàn NP 1404 (Đen),7.0,1756363.0,2018-10-09T00:00:00,703.0
1208803,Điện thoại bàn Panasonic KX TS500  (Trắng),65.0,14620903.0,2018-10-09T00:00:00,493.0
1208804,Điện thoại bàn Panasonic KX TS500 (Xanh),36.0,7533408.0,2018-10-09T00:00:00,214.0
1208805,Điện thoại bàn Panasonic KX TS500  (Xám),60.0,13373638.0,2018-10-09T00:00:00,352.0
1208806,Điện thoại bàn Panasonic KX TS500 (Đen),111.0,24930005.0,2018-10-09T00:00:00,642.0
1208807,Điện thoại bàn Panasonic KX TS500  (Đỏ),53.0,11933642.0,2018-10-09T00:00:00,199.0
1208809,Điện thoại bàn Panasonic KX TS520  (Trắng),2.0,616364.0,2018-10-09T00:00:00,874.0
1208812,Điện thoại bàn Panasonic KX TS520 (Đen),12.0,3698184.0,2018-10-05T00:00:00,199.0
1208818,Điện thoại bàn Panasonic KX TS560 (Đen),14.0,7373453.0,2018-10-09T00:00:00,690.0
1208821,Điện thoại bàn Panasonic KX TS580  (Trắng),7.0,4698273.0,2018-10-02T00:00:00,369.0
1208824,Điện thoại bàn Panasonic KX TS580 (Đen),2.0,1308182.0,2018-10-01T00:00:00,518.0
1208827,Điện thoại bàn Panasonic KX TS820  (Trắng),7.0,2672727.0,2018-10-08T00:00:00,895.0
1208828,Điện thoại bàn Panasonic KX TS820 (Đen),7.0,2617363.0,2018-10-04T00:00:00,17.0
1208829,Điện thoại bàn Panasonic KX TS880 (đen),3.0,2479092.0,2018-10-04T00:00:00,988.0
1208830,Điện thoại bàn Panasonic KX TS880  (Trắng),8.0,6510502.0,2018-10-09T00:00:00,434.0
1208833,Điện thoại bàn Panasonic KX TSC11  (Trắng),38.0,17427272.0,2018-10-08T00:00:00,833.0
1208834,Điện thoại bàn Panasonic KX TSC11 (Đen),31.0,14210912.0,2018-10-08T00:00:00,156.0
1209308,Đầu BNC,545.0,881817.0,2018-10-09T00:00:00,960.0
1209310,Đầu RJ 45,1534.0,1378191.0,2018-10-09T00:00:00,906.0
1209311,Đầu RJ 45 (AMP) CommScope,1687.0,9201776.0,2018-10-09T00:00:00,705.0
1209312,Đầu RJ 11,1127.0,1022744.0,2018-10-09T00:00:00,627.0
1209313,Đầu chuyển 2 -> 3 chấu,93.0,1058197.0,2018-10-09T00:00:00,765.0
1209314,Đầu chuyển DVI --> VGA,101.0,2973624.0,2018-10-09T00:00:00,101.0
1209315,Đầu chụp RJ 45,343.0,310013.0,2018-10-08T00:00:00,250.0
1209327,Đầu nối Cable RJ 45 (1-->1),208.0,945441.0,2018-10-08T00:00:00,8.0
1209328,Đầu nối Cable RJ 45 (1-->2),28.0,152734.0,2018-10-05T00:00:00,375.0
1209423,Sửa Jack Nguồn/ Power,19.0,6090903.0,2018-10-05T00:00:00,579.0
1209424,Sửa Nút Nguồn/ Power,20.0,5818176.0,2018-09-30T00:00:00,282.0
1209425,Thay Chip Sạc,20.0,9363629.0,2018-10-09T00:00:00,109.0
1209426,Bàn phím laptop Dell  Vostro1340,1.0,279091.0,2018-09-19T00:00:00,607.0
1209430,Thay Loa,59.0,33863637.0,2018-10-09T00:00:00,588.0
1209432,Sửa Nguồn/ Power Fan,1.0,409091.0,2018-10-08T00:00:00,446.0
1209445,Thay Bo cao áp,4.0,2000000.0,2018-10-03T00:00:00,162.0
1209451,Bàn phím laptop Acer 4830T/4755/3830/3480/MS2317/NV47/V-471/E1-430/E1-432/E1-470/E1-422/E1-410 (Đen),7.0,2545452.0,2018-10-08T00:00:00,754.0
1209452,Giấy HP Glossy photo 10X15 (CG851A),10.0,763638.0,2018-10-09T00:00:00,834.0
1209465,Pin sạc Energizer 700mAh (AAA),26.0,3490908.0,2018-10-05T00:00:00,777.0
1209476,LCD laptop 14.0'' WX02 Led slim,1.0,1818182.0,2018-09-27T00:00:00,973.0
1209507,Sửa Cổng USB,7.0,3363635.0,2018-10-08T00:00:00,638.0
1209621,Chuột máy tính Logitech M105 (Đen),374.0,38594744.0,2018-10-09T00:00:00,494.0
1209622,Chuột máy tính Logitech M105 (Đỏ),119.0,12305598.0,2018-10-09T00:00:00,843.0
1209623,Chuột máy tính Logitech M105 (Trắng),109.0,11175293.0,2018-10-09T00:00:00,618.0
1209624,ổ cứng HDD WD 500GB-5003AZEX (Đen),7.0,10945452.0,2018-10-08T00:00:00,829.0
1209632,USB Wifi thu sóng ToToLink N150USM,264.0,28094649.0,2018-10-09T00:00:00,53.0
1209634,Thiết bị mạng/ Switch ToToLink 5P S505,103.0,11863670.0,2018-10-09T00:00:00,857.0
1209660,Bàn phím laptop Sony EG (Đen),1.0,545455.0,2018-10-07T00:00:00,595.0
1209665,Máy in nhiệt Topcash LV-800N,6.0,12876364.0,2018-10-05T00:00:00,515.0
1209671,Bộ cấp nguồn/ Adaptor Acer 19V-2.15A,5.0,1213635.0,2018-10-03T00:00:00,817.0
1209672,Chuột máy tính A4-G3 280A.1,150.0,22889233.0,2018-10-09T00:00:00,68.0
1209687,Bàn phím laptop HP G4/CQ43/CQ430/G6/630/CQ57/CQ65/430/431/435/630/631/635/636/450/455/650/655/2000,16.0,2909088.0,2018-10-09T00:00:00,141.0
1209724,Bàn phím laptop Dell V3300/V3400/3500,0.0,0.0,2018-10-05T00:00:00,0.0
1209739,Thẻ nhớ SDHC Sandisk 16GB (class 10) Ultra,92.0,13690552.0,2018-10-09T00:00:00,440.0
1300007,Bộ cấp nguồn/ Adaptor Acbel ADD007 65W,200.0,69090997.0,2018-10-09T00:00:00,731.0
1300009,Bộ cấp nguồn/ Adaptor Acbel AD009 90W,52.0,25054537.0,2018-10-09T00:00:00,58.0
1300041,Bàn phím laptop HP G61/CQ61,1.0,290909.0,2018-10-01T00:00:00,317.0
1300070,Cáp USB máy in Unitek YC420 (3m),33.0,1835003.0,2018-10-08T00:00:00,641.0
1300071,Cáp USB máy in Unitek YC421(5m),1.0,72727.0,2018-09-14T00:00:00,79.0
1300108,Bàn phím laptop Lenovo G470/B470/G475/V470,3.0,545454.0,2018-10-05T00:00:00,594.0
1300120,Loa Microlab X-2 (2.1),6.0,6818181.0,2018-10-05T00:00:00,368.0
1300124,Loa Microlab Solo 5C (2.0),2.0,4376364.0,2018-10-09T00:00:00,331.0
1300125,Loa Microlab Solo 6C (2.0),5.0,12190910.0,2018-10-01T00:00:00,172.0
1300178,ổ đĩa DVD WR laptop Sata Slim,2.0,1527272.0,2018-09-25T00:00:00,655.0
1300195,Thay Chip IO Bàn phím,10.0,4454542.0,2018-10-03T00:00:00,816.0
1300207,Bàn phím laptop Asus X44H/X43/X43S/X44/X44C,3.0,1066363.0,2018-10-04T00:00:00,859.0
1300257,Thay Webcam Laptop,1.0,363636.0,2018-09-29T00:00:00,396.0
1300268,Thay Chuột Laptop,1.0,636364.0,2018-10-02T00:00:00,694.0
1300324,Cáp loa (1-->1) DT6221 (3m),35.0,1244548.0,2018-10-07T00:00:00,451.0
1300341,Điện thoại bàn NP 1405  (Đỏ),6.0,1374546.0,2018-10-07T00:00:00,288.0
1300342,Điện thoại bàn NP 1405 (Đen),8.0,1832728.0,2018-10-09T00:00:00,384.0
1300343,Điện thoại bàn NP 1405  (Bạc),4.0,891818.0,2018-10-09T00:00:00,871.0
1300377,Máy fax Brother 2840,4.0,16327272.0,2018-10-05T00:00:00,643.0
1300395,"""LCD laptop 13.3"""" WX Led slim V13""",1.0,1454545.0,2018-09-17T00:00:00,576.0
1300396,Bàn phím laptop Asus K53/X53U/X55U (Cáp thẳng),1.0,266364.0,2018-10-01T00:00:00,997.0
